Header	RF	SVM
>Sequence6601	0.35	0.26
>Sequence6602	0.5	0.767
>Sequence6603	0.4	0.656
>Sequence6604	0.45	0.787
>Sequence6605	0.5	0.173
>Sequence6606	0.45	0.584
>Sequence6607	0.5	0.629
>Sequence6608	0.5	0.369
>Sequence6609	0.5	0.329
>Sequence6610	0.55	0.541
>Sequence6611	0.6	0.159
>Sequence6612	0.5	0.284
>Sequence6613	0.3	0.353
>Sequence6614	0.5	0.758
>Sequence6615	0.5	0.777
>Sequence6616	0.3	0.433
>Sequence6617	0.5	0.769
>Sequence6618	0.4	0.702
>Sequence6619	0.5	0.688
>Sequence6620	0.5	0.603
>Sequence6621	0.35	0.191
>Sequence6622	0.25	0.133
>Sequence6623	0.4	0.505
>Sequence6624	0.5	0.304
>Sequence6625	0.3	0.602
>Sequence6626	0.35	0.33
>Sequence6627	0.4	0.039
>Sequence6628	0.5	0.192
>Sequence6629	0.45	0.53
>Sequence6630	0.45	0.635
>Sequence6631	0.45	0.565
>Sequence6632	0.45	0.719
>Sequence6633	0.45	0.252
>Sequence6634	0.45	0.683
>Sequence6635	0.45	0.251
>Sequence6636	0.45	0.387
>Sequence6637	0.5	0.548
>Sequence6638	0.3	0.34
>Sequence6639	0.45	0.251
>Sequence6640	0.45	0.787
>Sequence6641	0.25	0.392
>Sequence6642	0.45	0.481
>Sequence6643	0.55	0.201
>Sequence6644	0.3	0.27
>Sequence6645	0.4	0.719
>Sequence6646	0.35	0.346
>Sequence6647	0.5	0.689
>Sequence6648	0.4	0.394
>Sequence6649	0.45	0.415
>Sequence6650	0.4	0.168
>Sequence6651	0.4	0.682
>Sequence6652	0.4	0.786
>Sequence6653	0.35	0.171
>Sequence6654	0.45	0.453
>Sequence6655	0.45	0.46
>Sequence6656	0.55	0.247
>Sequence6657	0.45	0.225
>Sequence6658	0.4	0.506
>Sequence6659	0.4	0.305
>Sequence6660	0.4	0.698
>Sequence6661	0.4	0.611
>Sequence6662	0.4	0.062
>Sequence6663	0.45	0.145
>Sequence6664	0.45	0.223
>Sequence6665	0.5	0.75
>Sequence6666	0.3	0.211
>Sequence6667	0.2	0.676
>Sequence6668	0.45	0.138
>Sequence6669	0.3	0.697
>Sequence6670	0.35	0.243
>Sequence6671	0.45	0.31
>Sequence6672	0.45	0.324
>Sequence6673	0.35	0.339
>Sequence6674	0.6	0.308
>Sequence6675	0.35	0.204
>Sequence6676	0.6	0.181
>Sequence6677	0.45	0.459
>Sequence6678	0.45	0.666
>Sequence6679	0.4	0.29
>Sequence6680	0.5	0.273
>Sequence6681	0.55	0.275
>Sequence6682	0.25	0.223
>Sequence6683	0.6	0.509
>Sequence6684	0.4	0.488
>Sequence6685	0.6	0.339
>Sequence6686	0.2	0.393
>Sequence6687	0.45	0.41
>Sequence6688	0.4	0.254
>Sequence6689	0.4	0.756
>Sequence6690	0.45	0.746
>Sequence6691	0.5	0.701
>Sequence6692	0.5	0.759
>Sequence6693	0.4	0.611
>Sequence6694	0.4	0.553
>Sequence6695	0.3	0.258
>Sequence6696	0.45	0.367
>Sequence6697	0.45	0.089
>Sequence6698	0.55	0.702
>Sequence6699	0.5	0.786
>Sequence6700	0.35	0.799
