Header	RF	SVM
>Sequence11301	0.45	0.765
>Sequence11302	0.5	0.704
>Sequence11303	0.4	0.787
>Sequence11304	0.5	0.656
>Sequence11305	0.3	0.107
>Sequence11306	0.55	0.731
>Sequence11307	0.55	0.23
>Sequence11308	0.5	0.343
>Sequence11309	0.35	0.669
>Sequence11310	0.4	0.279
>Sequence11311	0.45	0.641
>Sequence11312	0.55	0.253
>Sequence11313	0.4	0.807
>Sequence11314	0.45	0.196
>Sequence11315	0.3	0.433
>Sequence11316	0.45	0.791
>Sequence11317	0.5	0.254
>Sequence11318	0.35	0.368
>Sequence11319	0.3	0.413
>Sequence11320	0.45	0.318
>Sequence11321	0.5	0.662
>Sequence11322	0.55	0.68
>Sequence11323	0.5	0.716
>Sequence11324	0.45	0.234
>Sequence11325	0.55	0.739
>Sequence11326	0.55	0.843
>Sequence11327	0.5	0.781
>Sequence11328	0.3	0.158
>Sequence11329	0.45	0.233
>Sequence11330	0.45	0.142
>Sequence11331	0.4	0.625
>Sequence11332	0.25	0.184
>Sequence11333	0.5	0.224
>Sequence11334	0.55	0.792
>Sequence11335	0.45	0.406
>Sequence11336	0.35	0.199
>Sequence11337	0.45	0.754
>Sequence11338	0.3	0.38
>Sequence11339	0.45	0.789
>Sequence11340	0.55	0.815
>Sequence11341	0.4	0.071
>Sequence11342	0.55	0.291
>Sequence11343	0.5	0.716
>Sequence11344	0.35	0.392
>Sequence11345	0.55	0.319
>Sequence11346	0.45	0.205
>Sequence11347	0.45	0.571
>Sequence11348	0.45	0.797
>Sequence11349	0.55	0.163
>Sequence11350	0.4	0.636
>Sequence11351	0.4	0.331
>Sequence11352	0.5	0.169
>Sequence11353	0.4	0.433
>Sequence11354	0.4	0.075
>Sequence11355	0.4	0.225
>Sequence11356	0.25	0.29
>Sequence11357	0.45	0.78
>Sequence11358	0.4	0.739
>Sequence11359	0.45	0.399
>Sequence11360	0.45	0.169
>Sequence11361	0.45	0.203
>Sequence11362	0.45	0.826
>Sequence11363	0.5	0.174
>Sequence11364	0.45	0.605
>Sequence11365	0.3	0.44
>Sequence11366	0.3	0.56
>Sequence11367	0.5	0.285
>Sequence11368	0.5	0.201
>Sequence11369	0.25	0.242
>Sequence11370	0.65	0.348
>Sequence11371	0.5	0.265
>Sequence11372	0.5	0.483
>Sequence11373	0.45	0.348
>Sequence11374	0.4	0.234
>Sequence11375	0.35	0.122
>Sequence11376	0.5	0.505
>Sequence11377	0.4	0.541
>Sequence11378	0.45	0.732
>Sequence11379	0.55	0.705
>Sequence11380	0.4	0.226
>Sequence11381	0.5	0.754
>Sequence11382	0.4	0.397
>Sequence11383	0.4	0.234
>Sequence11384	0.3	0.09
>Sequence11385	0.35	0.301
>Sequence11386	0.4	0.722
>Sequence11387	0.5	0.531
>Sequence11388	0.45	0.466
>Sequence11389	0.3	0.416
>Sequence11390	0.5	0.31
>Sequence11391	0.3	0.134
>Sequence11392	0.45	0.774
>Sequence11393	0.5	0.625
>Sequence11394	0.45	0.374
>Sequence11395	0.55	0.625
>Sequence11396	0.55	0.33
>Sequence11397	0.5	0.337
>Sequence11398	0.4	0.231
>Sequence11399	0.55	0.49
>Sequence11400	0.65	0.45
