Header	RF	SVM
>Sequence16601	0.6	0.361
>Sequence16602	0.35	0.323
>Sequence16603	0.45	0.609
>Sequence16604	0.55	0.417
>Sequence16605	0.4	0.387
>Sequence16606	0.6	0.73
>Sequence16607	0.35	0.391
>Sequence16608	0.45	0.543
>Sequence16609	0.45	0.744
>Sequence16610	0.6	0.523
>Sequence16611	0.6	0.431
>Sequence16612	0.5	0.325
>Sequence16613	0.5	0.761
>Sequence16614	0.45	0.295
>Sequence16615	0.35	0.508
>Sequence16616	0.55	0.377
>Sequence16617	0.4	0.358
>Sequence16618	0.45	0.513
>Sequence16619	0.5	0.232
>Sequence16620	0.5	0.292
>Sequence16621	0.45	0.67
>Sequence16622	0.45	0.553
>Sequence16623	0.35	0.324
>Sequence16624	0.45	0.638
>Sequence16625	0.25	0.112
>Sequence16626	0.55	0.235
>Sequence16627	0.45	0.762
>Sequence16628	0.45	0.69
>Sequence16629	0.4	0.684
>Sequence16630	0.45	0.604
>Sequence16631	0.45	0.486
>Sequence16632	0.4	0.795
>Sequence16633	0.45	0.297
>Sequence16634	0.5	0.232
>Sequence16635	0.35	0.204
>Sequence16636	0.5	0.497
>Sequence16637	0.4	0.632
>Sequence16638	0.45	0.643
>Sequence16639	0.55	0.233
>Sequence16640	0.5	0.703
>Sequence16641	0.4	0.623
>Sequence16642	0.4	0.556
>Sequence16643	0.4	0.39
>Sequence16644	0.3	0.083
>Sequence16645	0.45	0.482
>Sequence16646	0.6	0.174
>Sequence16647	0.55	0.215
>Sequence16648	0.55	0.376
>Sequence16649	0.45	0.663
>Sequence16650	0.55	0.475
>Sequence16651	0.25	0.417
>Sequence16652	0.55	0.208
>Sequence16653	0.55	0.286
>Sequence16654	0.35	0.694
>Sequence16655	0.5	0.696
>Sequence16656	0.5	0.254
>Sequence16657	0.5	0.188
>Sequence16658	0.5	0.351
>Sequence16659	0.5	0.221
>Sequence16660	0.5	0.756
>Sequence16661	0.5	0.161
>Sequence16662	0.45	0.708
>Sequence16663	0.35	0.518
>Sequence16664	0.5	0.556
>Sequence16665	0.35	0.42
>Sequence16666	0.35	0.655
>Sequence16667	0.25	0.508
>Sequence16668	0.35	0.427
>Sequence16669	0.35	0.657
>Sequence16670	0.45	0.735
>Sequence16671	0.5	0.776
>Sequence16672	0.6	0.425
>Sequence16673	0.5	0.277
>Sequence16674	0.45	0.171
>Sequence16675	0.2	0.084
>Sequence16676	0.5	0.791
>Sequence16677	0.55	0.306
>Sequence16678	0.4	0.598
>Sequence16679	0.45	0.426
>Sequence16680	0.4	0.575
>Sequence16681	0.4	0.633
>Sequence16682	0.5	0.554
>Sequence16683	0.5	0.8
>Sequence16684	0.5	0.207
>Sequence16685	0.45	0.768
>Sequence16686	0.45	0.319
>Sequence16687	0.5	0.246
>Sequence16688	0.5	0.673
>Sequence16689	0.45	0.638
>Sequence16690	0.45	0.158
>Sequence16691	0.45	0.38
>Sequence16692	0.3	0.598
>Sequence16693	0.4	0.802
>Sequence16694	0.4	0.499
>Sequence16695	0.6	0.383
>Sequence16696	0.35	0.111
>Sequence16697	0.45	0.688
>Sequence16698	0.5	0.58
>Sequence16699	0.45	0.744
>Sequence16700	0.45	0.309
