Header	RF	SVM
>Sequence2601	0.35	0.236
>Sequence2602	0.2	0.252
>Sequence2603	0.45	0.212
>Sequence2604	0.5	0.716
>Sequence2605	0.55	0.711
>Sequence2606	0.5	0.678
>Sequence2607	0.5	0.456
>Sequence2608	0.55	0.757
>Sequence2609	0.35	0.186
>Sequence2610	0.4	0.15
>Sequence2611	0.5	0.326
>Sequence2612	0.45	0.317
>Sequence2613	0.4	0.327
>Sequence2614	0.45	0.094
>Sequence2615	0.45	0.264
>Sequence2616	0.4	0.278
>Sequence2617	0.5	0.204
>Sequence2618	0.5	0.578
>Sequence2619	0.5	0.259
>Sequence2620	0.4	0.125
>Sequence2621	0.4	0.688
>Sequence2622	0.6	0.342
>Sequence2623	0.55	0.204
>Sequence2624	0.35	0.444
>Sequence2625	0.3	0.317
>Sequence2626	0.35	0.24
>Sequence2627	0.45	0.392
>Sequence2628	0.4	0.333
>Sequence2629	0.45	0.75
>Sequence2630	0.5	0.518
>Sequence2631	0.35	0.327
>Sequence2632	0.35	0.175
>Sequence2633	0.5	0.273
>Sequence2634	0.5	0.794
>Sequence2635	0.5	0.722
>Sequence2636	0.45	0.752
>Sequence2637	0.4	0.346
>Sequence2638	0.4	0.622
>Sequence2639	0.5	0.238
>Sequence2640	0.5	0.658
>Sequence2641	0.55	0.409
>Sequence2642	0.6	0.248
>Sequence2643	0.5	0.129
>Sequence2644	0.45	0.318
>Sequence2645	0.5	0.657
>Sequence2646	0.55	0.446
>Sequence2647	0.5	0.105
>Sequence2648	0.5	0.534
>Sequence2649	0.4	0.627
>Sequence2650	0.4	0.814
>Sequence2651	0.45	0.687
>Sequence2652	0.5	0.423
>Sequence2653	0.4	0.593
>Sequence2654	0.5	0.204
>Sequence2655	0.45	0.581
>Sequence2656	0.55	0.235
>Sequence2657	0.45	0.218
>Sequence2658	0.4	0.4
>Sequence2659	0.5	0.39
>Sequence2660	0.45	0.2
>Sequence2661	0.3	0.198
>Sequence2662	0.35	0.146
>Sequence2663	0.5	0.49
>Sequence2664	0.55	0.4
>Sequence2665	0.55	0.291
>Sequence2666	0.5	0.759
>Sequence2667	0.4	0.385
>Sequence2668	0.35	0.495
>Sequence2669	0.45	0.654
>Sequence2670	0.35	0.411
>Sequence2671	0.45	0.449
>Sequence2672	0.45	0.26
>Sequence2673	0.4	0.795
>Sequence2674	0.5	0.263
>Sequence2675	0.3	0.172
>Sequence2676	0.5	0.341
>Sequence2677	0.35	0.704
>Sequence2678	0.45	0.324
>Sequence2679	0.4	0.293
>Sequence2680	0.45	0.785
>Sequence2681	0.5	0.325
>Sequence2682	0.45	0.594
>Sequence2683	0.55	0.218
>Sequence2684	0.4	0.786
>Sequence2685	0.4	0.803
>Sequence2686	0.65	0.756
>Sequence2687	0.4	0.368
>Sequence2688	0.5	0.801
>Sequence2689	0.45	0.679
>Sequence2690	0.4	0.121
>Sequence2691	0.55	0.823
>Sequence2692	0.4	0.227
>Sequence2693	0.55	0.295
>Sequence2694	0.55	0.198
>Sequence2695	0.35	0.71
>Sequence2696	0.35	0.179
>Sequence2697	0.55	0.292
>Sequence2698	0.55	0.209
>Sequence2699	0.4	0.326
>Sequence2700	0.45	0.357
