Header	RF	SVM
>Sequence3301	0.45	0.725
>Sequence3302	0.4	0.786
>Sequence3303	0.4	0.366
>Sequence3304	0.4	0.81
>Sequence3305	0.3	0.346
>Sequence3306	0.45	0.844
>Sequence3307	0.5	0.243
>Sequence3308	0.4	0.173
>Sequence3309	0.5	0.595
>Sequence3310	0.45	0.715
>Sequence3311	0.35	0.494
>Sequence3312	0.45	0.287
>Sequence3313	0.5	0.732
>Sequence3314	0.5	0.218
>Sequence3315	0.5	0.261
>Sequence3316	0.4	0.386
>Sequence3317	0.5	0.342
>Sequence3318	0.45	0.377
>Sequence3319	0.25	0.339
>Sequence3320	0.45	0.699
>Sequence3321	0.45	0.704
>Sequence3322	0.45	0.708
>Sequence3323	0.4	0.281
>Sequence3324	0.45	0.237
>Sequence3325	0.45	0.305
>Sequence3326	0.4	0.734
>Sequence3327	0.4	0.215
>Sequence3328	0.4	0.359
>Sequence3329	0.4	0.523
>Sequence3330	0.45	0.44
>Sequence3331	0.5	0.526
>Sequence3332	0.55	0.4
>Sequence3333	0.5	0.165
>Sequence3334	0.35	0.182
>Sequence3335	0.5	0.315
>Sequence3336	0.4	0.387
>Sequence3337	0.45	0.65
>Sequence3338	0.35	0.541
>Sequence3339	0.5	0.451
>Sequence3340	0.4	0.664
>Sequence3341	0.45	0.725
>Sequence3342	0.4	0.521
>Sequence3343	0.55	0.74
>Sequence3344	0.4	0.135
>Sequence3345	0.2	0.114
>Sequence3346	0.45	0.595
>Sequence3347	0.55	0.164
>Sequence3348	0.4	0.764
>Sequence3349	0.4	0.11
>Sequence3350	0.35	0.45
>Sequence3351	0.5	0.384
>Sequence3352	0.5	0.705
>Sequence3353	0.5	0.624
>Sequence3354	0.45	0.579
>Sequence3355	0.4	0.373
>Sequence3356	0.45	0.307
>Sequence3357	0.5	0.553
>Sequence3358	0.3	0.249
>Sequence3359	0.45	0.615
>Sequence3360	0.45	0.553
>Sequence3361	0.35	0.1
>Sequence3362	0.55	0.152
>Sequence3363	0.5	0.281
>Sequence3364	0.6	0.181
>Sequence3365	0.45	0.719
>Sequence3366	0.4	0.329
>Sequence3367	0.45	0.785
>Sequence3368	0.45	0.749
>Sequence3369	0.5	0.224
>Sequence3370	0.35	0.2
>Sequence3371	0.4	0.107
>Sequence3372	0.35	0.508
>Sequence3373	0.4	0.179
>Sequence3374	0.35	0.324
>Sequence3375	0.4	0.572
>Sequence3376	0.45	0.747
>Sequence3377	0.4	0.781
>Sequence3378	0.4	0.766
>Sequence3379	0.45	0.56
>Sequence3380	0.35	0.802
>Sequence3381	0.4	0.265
>Sequence3382	0.5	0.222
>Sequence3383	0.4	0.437
>Sequence3384	0.35	0.275
>Sequence3385	0.4	0.324
>Sequence3386	0.35	0.776
>Sequence3387	0.5	0.167
>Sequence3388	0.45	0.689
>Sequence3389	0.45	0.149
>Sequence3390	0.5	0.228
>Sequence3391	0.45	0.57
>Sequence3392	0.45	0.805
>Sequence3393	0.45	0.658
>Sequence3394	0.4	0.122
>Sequence3395	0.35	0.261
>Sequence3396	0.45	0.753
>Sequence3397	0.5	0.359
>Sequence3398	0.25	0.297
>Sequence3399	0.45	0.349
>Sequence3400	0.5	0.813
