Header	RF	SVM
>Sequence16301	0.45	0.408
>Sequence16302	0.3	0.787
>Sequence16303	0.45	0.378
>Sequence16304	0.45	0.303
>Sequence16305	0.3	0.113
>Sequence16306	0.6	0.483
>Sequence16307	0.5	0.7
>Sequence16308	0.5	0.754
>Sequence16309	0.4	0.779
>Sequence16310	0.4	0.121
>Sequence16311	0.45	0.735
>Sequence16312	0.55	0.268
>Sequence16313	0.45	0.669
>Sequence16314	0.4	0.32
>Sequence16315	0.4	0.224
>Sequence16316	0.5	0.843
>Sequence16317	0.55	0.913
>Sequence16318	0.25	0.418
>Sequence16319	0.4	0.476
>Sequence16320	0.5	0.283
>Sequence16321	0.55	0.636
>Sequence16322	0.4	0.454
>Sequence16323	0.35	0.149
>Sequence16324	0.45	0.336
>Sequence16325	0.5	0.405
>Sequence16326	0.45	0.807
>Sequence16327	0.5	0.771
>Sequence16328	0.35	0.226
>Sequence16329	0.4	0.268
>Sequence16330	0.3	0.622
>Sequence16331	0.45	0.732
>Sequence16332	0.45	0.819
>Sequence16333	0.45	0.219
>Sequence16334	0.45	0.732
>Sequence16335	0.5	0.704
>Sequence16336	0.5	0.686
>Sequence16337	0.4	0.746
>Sequence16338	0.25	0.454
>Sequence16339	0.2	0.159
>Sequence16340	0.4	0.702
>Sequence16341	0.4	0.678
>Sequence16342	0.45	0.358
>Sequence16343	0.45	0.777
>Sequence16344	0.4	0.082
>Sequence16345	0.55	0.726
>Sequence16346	0.5	0.405
>Sequence16347	0.45	0.769
>Sequence16348	0.55	0.499
>Sequence16349	0.4	0.195
>Sequence16350	0.35	0.4
>Sequence16351	0.45	0.766
>Sequence16352	0.4	0.381
>Sequence16353	0.4	0.725
>Sequence16354	0.35	0.649
>Sequence16355	0.45	0.836
>Sequence16356	0.45	0.703
>Sequence16357	0.35	0.289
>Sequence16358	0.35	0.671
>Sequence16359	0.4	0.679
>Sequence16360	0.45	0.197
>Sequence16361	0.45	0.386
>Sequence16362	0.4	0.778
>Sequence16363	0.45	0.718
>Sequence16364	0.35	0.314
>Sequence16365	0.4	0.54
>Sequence16366	0.6	0.224
>Sequence16367	0.5	0.769
>Sequence16368	0.4	0.796
>Sequence16369	0.25	0.117
>Sequence16370	0.45	0.197
>Sequence16371	0.4	0.593
>Sequence16372	0.4	0.656
>Sequence16373	0.45	0.385
>Sequence16374	0.35	0.288
>Sequence16375	0.4	0.58
>Sequence16376	0.45	0.653
>Sequence16377	0.35	0.351
>Sequence16378	0.55	0.633
>Sequence16379	0.6	0.808
>Sequence16380	0.35	0.068
>Sequence16381	0.4	0.233
>Sequence16382	0.3	0.572
>Sequence16383	0.5	0.634
>Sequence16384	0.4	0.198
>Sequence16385	0.45	0.631
>Sequence16386	0.45	0.227
>Sequence16387	0.4	0.255
>Sequence16388	0.45	0.299
>Sequence16389	0.4	0.666
>Sequence16390	0.3	0.468
>Sequence16391	0.5	0.771
>Sequence16392	0.45	0.715
>Sequence16393	0.6	0.86
>Sequence16394	0.45	0.617
>Sequence16395	0.45	0.436
>Sequence16396	0.5	0.704
>Sequence16397	0.55	0.778
>Sequence16398	0.5	0.839
>Sequence16399	0.35	0.754
>Sequence16400	0.45	0.247
